,model,pixels,image,true,predicted,success,cdiff,prior_probs,predicted_probs,perturbation
843,sequential,3,9768,2,2,False,-0.9745403,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 8.0459147e-28 9.9769896e-01 5.4075843e-36 2.4428843e-11
   3.2064543e-29 0.0000000e+00 2.3009791e-03 0.0000000e+00 0.0000000e+00]]]","[726.0394631   45.26124045  69.6949615   20.20395389 467.2492922
 187.56622517  56.60363077 171.67705278 780.64291996 110.34160965
 125.89951822 194.92963449]"
844,sequential,3,4814,6,4,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 1.3339902e-22 4.7316015e-17 1.3243858e-16 9.9414706e-01
   3.1289961e-25 1.5447066e-23 5.8529172e-03 0.0000000e+00 8.1266383e-29]]]","[  9.85124452 156.29249705  65.23067555  41.24321042 280.51942873
  13.94158855  31.93541951 123.49342309 466.86538412 187.76821915
  68.10401898 243.01643088]"
845,sequential,3,6059,3,4,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[0.0000000e+00 4.3702200e-03 9.3039700e-23 2.4403978e-24 9.9558038e-01
   3.4690253e-10 4.0444855e-21 4.9407812e-05 3.4776108e-29 0.0000000e+00]]]","[525.83566154 199.23137065  36.50883234 208.25124429 191.75534927
 123.67758942  80.6728834  169.66950562 141.08175977  84.46433106
 162.55627276  96.65035598]"
846,sequential,3,2118,6,7,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[310.86524635 158.30463557 144.19415592 166.6186104    7.28760286
  37.45848392  67.892543    97.12257075 253.31302656 171.0880293
  98.51832349 233.59506915]"
847,sequential,3,6011,3,7,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 2.5717809e-31 2.2193605e-21 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[502.25299539 254.71534567  32.5677314   98.1664313  140.29874025
 123.5994748   83.98873572 138.48236685 517.98799496 196.35261291
 242.35623249 174.37009153]"
848,sequential,3,4163,9,5,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 1.0638784e-28 2.2543471e-19 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 6.3280556e-16 0.0000000e+00 0.0000000e+00]]]","[641.11497755 115.70701805 219.3482179  241.85745996 309.76225236
 229.93435861 197.28324425  61.32296499 692.87829718 188.51259696
  66.52571316 160.99068516]"
849,sequential,3,4163,9,2,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 7.7096170e-31 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 6.4031735e-20 0.0000000e+00 0.0000000e+00]]]","[3.54215094e+02 2.55350482e+02 1.84098031e-01 2.60317906e+01
 5.01489679e+02 2.15735845e+02 1.34448332e+02 6.39412084e+01
 2.59977025e+02 5.56141811e+01 1.82505409e+02 6.99721648e+01]"
850,sequential,3,2098,2,6,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
   0.000000e+00 1.000000e+00 0.000000e+00 3.567746e-16 0.000000e+00]]]","[139.47428582  67.72492171 150.00576234 143.0309166   14.28097054
 174.74652202 219.07620209 193.54861613 392.32662874  60.32483349
  13.33637959 166.59567645]"
851,sequential,3,4163,9,3,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],"[421.15335579 238.0071582  198.10922897 140.84477025 235.84795473
  27.77968923 141.21469242 202.02781948 151.66111391 105.51369927
  23.98063951 107.24150053]"
852,sequential,3,5887,7,5,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[ 20.23616524  36.53690397 172.59946712 146.01860919 476.45821585
 254.91070804  74.13264795 105.98264502 108.76458071 242.6505321
 181.61407623 149.17378526]"
853,sequential,3,2648,9,5,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
   1.000000e+00 0.000000e+00 7.132519e-15 0.000000e+00 1.674813e-22]]]","[750.66466075  69.1229517  186.71975225 171.92882618 663.11522812
 236.2518455  122.1559016  121.52087592 273.10684267  40.3921458
 168.82332873 227.39711869]"
854,sequential,3,9634,0,2,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 2.3085885e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[516.14774999  71.53891147  95.2508923  194.00339516 584.63121621
 169.8738847   43.62707159 122.98943002  64.5344872  217.56814945
 175.44908106  83.8416675 ]"
855,sequential,3,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 0.0000000e+00 3.3363943e-31 6.0743441e-36 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 8.2076731e-20 0.0000000e+00]]]","[471.3025717   98.22856677 157.69800199 175.84230452 685.43691228
  50.7891695  117.23929031 126.45276961 594.90512219 107.19970504
 206.36842158 200.74764534]"
856,sequential,3,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 3.1398863e-02 9.6860081e-01 0.0000000e+00 3.2166957e-28
   3.5890560e-07 9.2622906e-12 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[610.69622978  63.96005944 201.65134914  91.20446419 596.42445039
  14.57466633  71.72150661 191.48148205  81.23518588 170.40236135
 223.72504477 179.45133619]"
857,sequential,3,4163,9,9,False,-0.6712295,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.4724203e-31 0.0000000e+00
   2.2563517e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.7436489e-01]]]","[668.33954176  72.37410962 113.68201392 149.07013445 412.3152317
 251.88727278 141.30782905 199.3629198  180.10457831 170.0659117
 175.42299491 120.67930267]"
858,sequential,3,2896,8,2,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],"[510.02057872  61.61356298  75.91409678 246.32916344 592.89534959
 191.82157424 169.76603309 118.37797699 503.88074846  49.88578661
  94.61883832 154.592571  ]"
859,sequential,3,2098,2,7,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.000000e+00 0.000000e+00 4.773574e-37 0.000000e+00 0.000000e+00
   8.523897e-34 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00]]]","[386.60846318 155.91050029  26.10923074 243.07995742 263.56346705
  49.69333437 147.45765964  29.26037815 301.32951928  13.22556313
 238.32538398 200.84942547]"
860,sequential,3,939,2,7,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[319.19354571 215.73118229 138.07782017 193.16206647 169.61911594
 148.3961611  120.14420122 177.88078007 219.85857874 137.50106813
   6.99669316  13.54750789]"
861,sequential,3,2648,9,7,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 3.0302992e-38 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[320.68401095 182.77034875   2.92750668 243.0075679  441.0474307
 157.80793457 250.56063605 141.79890947  77.04216955  43.60554221
  11.66725008 132.96261127]"
862,sequential,3,9779,2,3,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],"[  8.23935521  67.03327906  48.32019424 121.41508443 405.11838327
 140.68811874 122.01247638  26.68507202 676.70080203 128.42129277
  28.36456856 125.66881413]"
863,sequential,3,2073,5,2,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00
   7.0719755e-35 0.0000000e+00 8.2294620e-35 0.0000000e+00 0.0000000e+00]]]","[615.15871688 236.07885776  80.98221923  74.78664392 209.661776
 163.74779838 100.71913616 129.03134626 562.72906753 140.22508087
 224.36311605 249.46131495]"
864,sequential,3,1984,2,1,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 9.9701762e-01 0.0000000e+00 6.5715549e-17 0.0000000e+00
   0.0000000e+00 2.9823938e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[ 71.38979348 188.41740396 222.96945993  93.65598168 477.20245336
  75.82321012 212.42290017 198.25591928 143.13499688 185.86786063
 148.8134603   92.55502472]"
865,sequential,3,9634,0,7,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[3.25068657e+02 1.51868773e+02 1.24441662e+02 4.24568292e-01
 2.14356351e+02 1.44353787e+02 1.34982813e+02 1.80118642e+02
 7.68212028e+02 2.23492430e+02 1.78660192e+01 2.11295412e+02]"
866,sequential,3,2896,8,5,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[ 49.70221448 204.70026339 170.19828752  64.49613023 428.94356904
  51.6888473  254.29368403 193.12540533 277.22154624 211.4411185
 194.08982054  92.84912866]"
867,sequential,3,9634,0,7,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[173.59953127 176.83432538 238.13067103 102.65245361 302.25228471
 173.38988251 121.40052399  85.80296738 499.01377927 126.76491658
 144.37398085 221.50458141]"
868,sequential,3,2896,8,5,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[664.06498553 154.70649516  30.49373653 210.06402108 127.47792209
  74.70841069  57.56476365 240.33387616  73.18152894 226.6027054
 220.72373805 144.43848719]"
869,sequential,3,3558,5,7,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 5.4710622e-33]]]","[328.86116842 246.19577851  58.90731065 152.94342654  18.41028369
 168.70769785 226.27845168 100.04515521 772.29436457 244.86392495
 238.65258952  41.00265848]"
870,sequential,3,1984,2,7,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 8.6073420e-18 1.7428782e-28 1.5374765e-03 0.0000000e+00
   0.0000000e+00 0.0000000e+00 9.9846256e-01 0.0000000e+00 0.0000000e+00]]]","[354.6806459   65.99606725 217.36802603 181.50995818 568.47897043
 237.63626114 159.83487993 113.35482588 764.5436725   81.43327319
 176.06584825  19.53956401]"
871,sequential,3,1984,2,5,True,0.00706622,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 3.9249476e-18 8.1598000e-07 0.0000000e+00 3.7056038e-26
   9.9999917e-01 0.0000000e+00 3.2002862e-25 0.0000000e+00 0.0000000e+00]]]","[522.46592627 234.07305928  30.79398063 250.42033905 130.46153766
  15.51736161 202.3777906  100.7737826  482.10430742 231.006113
 253.54582126 156.52351602]"
872,sequential,3,6011,3,3,False,-0.929122,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 1.0598758e-14 0.0000000e+00 1.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3663820e-26 1.6219945e-10]]]","[662.0058588  164.74460719 172.56426158 236.64411457 141.73317014
  14.80919761 197.53380881 112.64240214  16.7027924   61.06458371
  33.64793009 243.77188498]"
873,sequential,3,2648,9,5,True,-0.2841534,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 1.2323574e-14 1.7190127e-36 0.0000000e+00
   6.6059500e-01 1.0038304e-31 0.0000000e+00 1.9232660e-20 3.3940494e-01]]]","[441.45261584 137.58924077  35.51747302  12.13513838  93.56415041
 170.20874632  62.78854155  43.53806485 751.45538004   6.76180371
 197.45106015 195.45265614]"
874,sequential,3,2118,6,5,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[665.52235447  82.62244311  94.36243638  12.14556048 125.39176669
 141.66253786  77.04781962 208.00444108 648.56799321 141.18762415
 125.34397997 210.2898924 ]"
875,sequential,3,9768,2,5,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[219.63346331 157.72690303  15.67751488 152.40130403 138.9591158
 109.21440894 251.51041062  75.15949621 292.72557167 167.9815459
 128.19707188 244.28452191]"
876,sequential,3,1984,2,6,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
   7.086222e-07 9.999993e-01 0.000000e+00 0.000000e+00 0.000000e+00]]]","[471.0699407  129.22938022 177.85372348  22.48336655 391.90385481
  86.0540397  153.29162357 129.72146222  75.69530134  20.22180429
 140.95153408 120.45537298]"
877,sequential,3,2073,5,5,False,-0.78083897,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[0.0000000e+00 3.5145267e-37 0.0000000e+00 1.2109723e-11 0.0000000e+00
   1.0000000e+00 2.4567511e-34 4.3734218e-19 0.0000000e+00 1.9128863e-37]]]","[ 12.63703304 200.52473183 250.91939072 182.44985287  37.25097692
  92.70281722 193.04598462 232.88781342 208.45107884 238.4014819
 243.1546871  166.5873307 ]"
878,sequential,3,9779,2,1,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]",[[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]]],"[158.63714966  44.7984076   52.23868139 125.81712129 125.30012075
 227.4938113   75.4942388   28.64918175 608.37760632 244.97499178
 201.60966861 149.73819849]"
879,sequential,3,5887,7,5,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 4.7541342e-35 0.0000000e+00 4.6992788e-30]]]","[750.07534315  88.70748644 248.2827761  252.7224981  504.73313489
  57.03413781 186.92316226 168.2266616  757.17794519 154.57060169
 181.34168923  13.77565779]"
880,sequential,3,6059,3,7,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[421.6206002  139.12751142 148.22553963   4.34200315 279.76177985
 101.94697257 182.42079677 251.25039755 554.88908887  70.43142543
  27.31532192  76.68875006]"
881,sequential,3,2098,2,5,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.00000000e+00 1.19728685e-29 0.00000000e+00 3.25161691e-32
   0.00000000e+00 1.00000000e+00 6.39274864e-21 1.22877501e-35
   0.00000000e+00 0.00000000e+00]]]","[ 12.80147956 243.02183103 215.95109507  83.26936299 597.08003389
  71.66552441 206.85868043 146.04219153 709.03681548  60.37788185
 127.42054351  27.07011922]"
882,sequential,3,4814,6,2,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],"[444.700062   182.43443236  10.10277201 177.20616186 390.33671655
 225.37914146 178.83223116  28.45466319 529.68685264 253.24559226
 101.29617923 201.85863434]"
883,sequential,3,2896,8,1,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 1.9548983e-29
   1.4267582e-13 8.0663773e-36 2.2778871e-18 0.0000000e+00 2.9411643e-27]]]","[325.75488077  74.08956961 183.33946107 178.48255446 578.20826659
 198.73254662  52.98326277  53.17874247 308.94168357 185.68820871
  47.53288897 210.28959504]"
884,sequential,3,1678,2,1,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 9.6125635e-19 1.0080477e-36 1.9472600e-31]]]","[462.86467573 199.64200118 107.43692871 178.57786514 722.18853275
 253.00890677 118.19814697 110.45161401 353.04654661 187.55982873
 249.87997526 182.95670586]"
885,sequential,3,9768,2,3,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 2.8199739e-08 7.9761246e-18 1.0000000e+00 0.0000000e+00
   0.0000000e+00 5.3032546e-13 3.2006668e-14 0.0000000e+00 0.0000000e+00]]]","[589.91189062   7.40054273  70.99234476 133.64891616 297.00154022
 179.27159665  73.9278512  111.82142486  90.1666647    2.11337345
 137.75758614  57.56759283]"
886,sequential,3,2648,9,7,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 2.7872984e-10 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[198.54178283 243.78099753 165.70631434 157.95531025 297.50864198
 224.09548891 117.31846867 166.04353462 431.48120922 106.09892028
 176.22725751 155.09824778]"
887,sequential,3,9768,2,5,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[305.5058004  144.73895974 225.74891695  15.40580384 334.98723209
  77.76771056 225.34776386 187.51522295 102.6921719  197.30096109
  64.39101512 207.86816593]"
888,sequential,3,6059,3,1,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[0.0000000e+00 1.0000000e+00 3.1249174e-38 4.1789832e-32 0.0000000e+00
   2.2320736e-11 0.0000000e+00 5.1440952e-12 0.0000000e+00 0.0000000e+00]]]","[266.14389897 179.95917866 178.45525013   4.75475788 245.95524885
 232.66564001 246.89469724  56.93307827 617.14142483  86.33139861
 161.44597747  64.42659478]"
889,sequential,3,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 1.7725045e-02 9.8227489e-01 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.4405270e-29 0.0000000e+00 0.0000000e+00]]]","[613.90097702 225.09212561 121.34954567 149.85659826 267.27137999
 142.27514134  11.3032249  168.81373658  11.15909238  45.58718247
 222.00835909 238.69371041]"
890,sequential,3,4814,6,2,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],"[614.61260935 191.23358047  85.61255916  84.37703939 546.26797683
  10.15125187  66.43407936  14.70320859 196.0146299  214.23010304
 226.33876609  10.70515655]"
891,sequential,3,4814,6,3,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 0.0000000e+00 3.2819125e-01 6.7180878e-01 0.0000000e+00
   2.5313371e-10 0.0000000e+00 2.5917843e-30 4.4115586e-11 3.6260326e-30]]]","[716.40417138  41.90232736 196.19378159  93.31790861 137.79042351
  55.88111359  57.22333036 136.08091501 560.86563581 242.04040522
  69.76016082  78.67606799]"
892,sequential,3,5887,7,7,False,-0.80350953,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[393.05882955 134.97529268 172.58862987  60.06094497 223.63699976
 174.56240743 200.69638227 166.37439017 441.17377639  82.81027783
 188.7652489  101.03562839]"
893,sequential,3,5887,7,6,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.000000e+00 8.389442e-34 0.000000e+00 0.000000e+00 0.000000e+00
   0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]]]","[ 69.96117797  74.20388252 234.79395469   7.59911405 714.29351262
 203.04787281  23.88837282  38.27883724 468.74111548 132.69920913
 173.348415   114.21562564]"
